CustomerID,PurchaseCount,TotalRevenue,LifespanDays,AvgOrderValue,PurchaseFrequency,LifespanMonths,CLV
12399.0,4,1108.65,142,277.1625,0.8450704225352113,4.733333333333333,1108.65
12401.0,1,84.3,0,84.3,inf,0.0,0.0
12402.0,1,225.60000000000002,0,225.60000000000002,inf,0.0,0.0
12403.0,1,427.7,0,427.7,inf,0.0,0.0
12405.0,1,1710.39,0,1710.39,inf,0.0,0.0
12406.0,2,3415.3,161,1707.65,0.3726708074534162,5.366666666666666,3415.3000000000006
12407.0,5,1708.12,214,341.62399999999997,0.7009345794392523,7.133333333333334,1708.12
12408.0,5,2888.55,227,577.71,0.6607929515418502,7.566666666666666,2888.55
12409.0,3,11072.67,103,3690.89,0.8737864077669903,3.433333333333333,11072.67
12410.0,2,693.3299999999999,0,346.66499999999996,inf,0.0,0.0
12412.0,3,1226.88,94,408.96000000000004,0.9574468085106383,3.1333333333333333,1226.88
12413.0,3,758.1,270,252.70000000000002,0.3333333333333333,9.0,758.1
12414.0,3,562.41,93,187.47,0.9677419354838709,3.1,562.41
12415.0,21,124914.53,313,5948.310952380953,2.012779552715655,10.433333333333334,124914.53000000003
12417.0,9,3649.1,354,405.4555555555555,0.7627118644067796,11.8,3649.0999999999995
12418.0,1,668.58,0,668.58,inf,0.0,0.0
12420.0,1,600.39,0,600.39,inf,0.0,0.0
12421.0,4,807.04,303,201.76,0.39603960396039606,10.1,807.04
12422.0,3,803.5600000000001,229,267.85333333333335,0.3930131004366812,7.633333333333334,803.5600000000001
12423.0,8,1859.31,352,232.41375,0.6818181818181819,11.733333333333333,1859.3100000000002
12424.0,2,1760.96,0,880.48,inf,0.0,0.0
12425.0,1,777.2,0,777.2,inf,0.0,0.0
12426.0,1,582.73,0,582.73,inf,0.0,0.0
12427.0,3,825.8,349,275.26666666666665,0.25787965616045844,11.633333333333333,825.8
12428.0,9,7956.46,257,884.0511111111111,1.0505836575875487,8.566666666666666,7956.460000000001
12429.0,4,3750.4,356,937.6,0.33707865168539325,11.866666666666667,3750.4
12430.0,1,256.4,0,256.4,inf,0.0,0.0
12431.0,15,6419.95,338,427.99666666666667,1.331360946745562,11.266666666666667,6419.950000000001
12432.0,5,5059.32,129,1011.8639999999999,1.1627906976744187,4.3,5059.32
12433.0,7,13375.87,372,1910.8385714285716,0.564516129032258,12.4,13375.869999999999
12434.0,2,806.14,175,403.07,0.34285714285714286,5.833333333333333,806.14
12435.0,2,7829.89,188,3914.945,0.3191489361702128,6.266666666666667,7829.89
12436.0,1,509.01,0,509.01,inf,0.0,0.0
12437.0,18,4951.41,329,275.0783333333333,1.641337386018237,10.966666666666667,4951.41
12438.0,2,2906.85,125,1453.425,0.48,4.166666666666667,2906.8500000000004
12441.0,1,173.55,0,173.55,inf,0.0,0.0
12442.0,1,172.06,0,172.06,inf,0.0,0.0
12444.0,5,5005.46,149,1001.092,1.006711409395973,4.966666666666667,5005.46
12445.0,1,133.4,0,133.4,inf,0.0,0.0
12446.0,1,1002.3100000000001,0,1002.3100000000001,inf,0.0,0.0
12447.0,1,476.49,0,476.49,inf,0.0,0.0
12448.0,1,449.45,0,449.45,inf,0.0,0.0
12449.0,4,4067.29,164,1016.8225,0.7317073170731707,5.466666666666667,4067.29
12450.0,2,197.88,17,98.94,3.5294117647058822,0.5666666666666667,197.88
12451.0,5,9035.52,313,1807.104,0.4792332268370607,10.433333333333334,9035.52
12452.0,2,430.57,0,215.285,inf,0.0,0.0
12453.0,1,707.09,0,707.09,inf,0.0,0.0
12454.0,1,3528.34,0,3528.34,inf,0.0,0.0
12455.0,6,2466.86,223,411.1433333333334,0.8071748878923767,7.433333333333334,2466.86
12456.0,3,3181.04,210,1060.3466666666666,0.42857142857142855,7.0,3181.0399999999995
12457.0,7,2363.23,172,337.6042857142857,1.2209302325581395,5.733333333333333,2363.23
12458.0,2,947.4,213,473.7,0.28169014084507044,7.1,947.4
12461.0,2,826.88,60,413.44,1.0,2.0,826.88
12462.0,2,1189.59,284,594.795,0.2112676056338028,9.466666666666667,1189.59
12463.0,4,1344.78,188,336.195,0.6382978723404256,6.266666666666667,1344.78
12464.0,8,1212.05,299,151.50625,0.802675585284281,9.966666666666667,1212.05
12465.0,2,742.1899999999999,152,371.09499999999997,0.39473684210526316,5.066666666666666,742.1899999999999
12468.0,2,729.54,128,364.77,0.46875,4.266666666666667,729.5399999999998
12471.0,30,19788.649999999998,362,659.6216666666666,2.4861878453038675,12.066666666666666,19788.649999999998
12472.0,7,6572.11,336,938.8728571428571,0.625,11.2,6572.11
12473.0,5,3928.0499999999997,162,785.6099999999999,0.9259259259259258,5.4,3928.0499999999993
12474.0,18,7324.09,312,406.8938888888889,1.7307692307692306,10.4,7324.089999999999
12475.0,1,723.38,0,723.38,inf,0.0,0.0
12476.0,11,6816.42,345,619.6745454545454,0.9565217391304348,11.5,6816.419999999999
12477.0,6,13219.74,278,2203.29,0.6474820143884892,9.266666666666667,13219.74
12478.0,1,680.99,0,680.99,inf,0.0,0.0
12479.0,1,527.2,0,527.2,inf,0.0,0.0
12480.0,4,3281.63,307,820.4075,0.39087947882736157,10.233333333333333,3281.63
12481.0,10,5579.82,342,557.982,0.8771929824561403,11.4,5579.82
12483.0,8,2484.98,322,310.6225,0.7453416149068324,10.733333333333333,2484.98
12484.0,6,4527.32,303,754.5533333333333,0.594059405940594,10.1,4527.32
12488.0,3,1298.66,65,432.8866666666667,1.3846153846153848,2.1666666666666665,1298.6600000000003
12489.0,1,334.93,0,334.93,inf,0.0,0.0
12490.0,10,5417.93,324,541.793,0.9259259259259258,10.8,5417.929999999999
12491.0,1,460.40000000000003,0,460.40000000000003,inf,0.0,0.0
12492.0,2,263.21000000000004,42,131.60500000000002,1.4285714285714286,1.4,263.21000000000004
12493.0,2,433.74,31,216.87,1.9354838709677418,1.0333333333333334,433.74000000000007
12494.0,7,1246.1,349,178.0142857142857,0.6017191977077364,11.633333333333333,1246.1
12497.0,1,1043.1,0,1043.1,inf,0.0,0.0
12498.0,3,403.70000000000005,36,134.5666666666667,2.5,1.2,403.7000000000001
12500.0,11,4257.82,310,387.07454545454544,1.064516129032258,10.333333333333334,4257.82
12501.0,1,2169.39,0,2169.39,inf,0.0,0.0
12502.0,5,3723.87,214,744.774,0.7009345794392523,7.133333333333334,3723.87
12504.0,2,482.04999999999995,12,241.02499999999998,5.0,0.4,482.05
12506.0,1,73.5,0,73.5,inf,0.0,0.0
12507.0,3,1304.81,164,434.93666666666667,0.5487804878048781,5.466666666666667,1304.8100000000002
12508.0,2,397.88,2,198.94,30.0,0.06666666666666667,397.88
12509.0,1,176.5,0,176.5,inf,0.0,0.0
12510.0,2,982.5699999999999,182,491.28499999999997,0.32967032967032966,6.066666666666666,982.5699999999998
12512.0,2,132.18,0,66.09,inf,0.0,0.0
12513.0,1,612.29,0,612.29,inf,0.0,0.0
12514.0,1,1017.6800000000001,0,1017.6800000000001,inf,0.0,0.0
12515.0,1,383.7,0,383.7,inf,0.0,0.0
12516.0,2,1312.06,102,656.03,0.5882352941176471,3.4,1312.06
12517.0,5,2481.6,161,496.32,0.9316770186335405,5.366666666666666,2481.6
12518.0,5,2056.89,109,411.378,1.3761467889908257,3.6333333333333333,2056.89
12519.0,1,330.84000000000003,0,330.84000000000003,inf,0.0,0.0
12520.0,5,2634.2599999999998,194,526.852,0.7731958762886598,6.466666666666667,2634.2599999999998
12521.0,1,599.68,0,599.68,inf,0.0,0.0
12522.0,2,192.72,12,96.36,5.0,0.4,192.72000000000003
12523.0,11,1789.77,312,162.70636363636365,1.0576923076923077,10.4,1789.7700000000002
12524.0,8,4485.72,324,560.715,0.7407407407407407,10.8,4485.72
12526.0,3,1316.66,93,438.8866666666667,0.9677419354838709,3.1,1316.66
12527.0,3,348.71000000000004,243,116.23666666666668,0.3703703703703704,8.1,348.7100000000001
12528.0,6,1933.48,303,322.24666666666667,0.594059405940594,10.1,1933.4799999999998
12530.0,4,1662.28,277,415.57,0.43321299638989175,9.233333333333333,1662.2800000000002
12531.0,1,125.22,0,125.22,inf,0.0,0.0
12532.0,1,349.83000000000004,0,349.83000000000004,inf,0.0,0.0
12534.0,1,1089.18,0,1089.18,inf,0.0,0.0
12535.0,2,716.35,94,358.175,0.6382978723404256,3.1333333333333333,716.3500000000001
12536.0,3,12601.830000000002,15,4200.610000000001,6.0,0.5,12601.830000000002
12538.0,1,363.95,0,363.95,inf,0.0,0.0
12539.0,4,5568.35,311,1392.0875,0.3858520900321543,10.366666666666667,5568.35
12540.0,17,13400.24,342,788.2494117647059,1.4912280701754386,11.4,13400.24
12541.0,3,981.18,251,327.06,0.3585657370517928,8.366666666666667,981.18
12544.0,1,372.7,0,372.7,inf,0.0,0.0
12545.0,2,1000.39,184,500.195,0.32608695652173914,6.133333333333334,1000.39
12546.0,2,1161.5,31,580.75,1.9354838709677418,1.0333333333333334,1161.5
12547.0,2,207.8,82,103.9,0.7317073170731707,2.7333333333333334,207.8
12548.0,1,95.19999999999999,0,95.19999999999999,inf,0.0,0.0
12550.0,1,964.83,0,964.83,inf,0.0,0.0
12551.0,1,168.0,0,168.0,inf,0.0,0.0
12552.0,2,437.82,0,218.91,inf,0.0,0.0
12553.0,10,3692.28,321,369.228,0.9345794392523366,10.7,3692.2800000000007
12556.0,2,599.56,100,299.78,0.6,3.3333333333333335,599.56
12557.0,5,11990.960000000001,355,2398.192,0.4225352112676056,11.833333333333334,11990.960000000001
12558.0,1,269.96,0,269.96,inf,0.0,0.0
12559.0,2,561.71,8,280.855,7.5,0.26666666666666666,561.71
12560.0,3,2134.0099999999998,137,711.3366666666666,0.6569343065693432,4.566666666666666,2134.0099999999998
12561.0,1,238.85,0,238.85,inf,0.0,0.0
12562.0,7,3781.7400000000002,190,540.2485714285715,1.105263157894737,6.333333333333333,3781.7400000000002
12564.0,1,456.9,0,456.9,inf,0.0,0.0
12565.0,1,145.92,0,145.92,inf,0.0,0.0
12566.0,1,351.65,0,351.65,inf,0.0,0.0
12567.0,10,9401.28,346,940.128,0.8670520231213873,11.533333333333333,9401.28
12569.0,32,4124.69,250,128.8965625,3.84,8.333333333333334,4124.69
12571.0,2,519.61,81,259.805,0.7407407407407407,2.7,519.61
12572.0,2,1020.4200000000001,43,510.21000000000004,1.3953488372093024,1.4333333333333333,1020.4200000000002
12573.0,1,160.54000000000002,0,160.54000000000002,inf,0.0,0.0
12574.0,1,218.45000000000002,0,218.45000000000002,inf,0.0,0.0
12576.0,5,1315.83,268,263.166,0.5597014925373134,8.933333333333334,1315.83
12577.0,3,626.6,323,208.86666666666667,0.2786377708978328,10.766666666666667,626.6
12578.0,2,2794.51,308,1397.255,0.1948051948051948,10.266666666666667,2794.51
12579.0,1,440.42,0,440.42,inf,0.0,0.0
12580.0,1,415.7,0,415.7,inf,0.0,0.0
12581.0,1,197.71,0,197.71,inf,0.0,0.0
12582.0,2,511.36,49,255.68,1.2244897959183674,1.6333333333333333,511.36
12583.0,15,7281.38,370,485.42533333333336,1.2162162162162162,12.333333333333334,7281.380000000001
12584.0,9,2338.15,276,259.7944444444445,0.9782608695652175,9.2,2338.1500000000005
12585.0,2,2040.1,117,1020.05,0.5128205128205129,3.9,2040.1000000000004
12586.0,1,196.94000000000003,0,196.94000000000003,inf,0.0,0.0
12587.0,1,144.0,0,144.0,inf,0.0,0.0
12588.0,1,214.89999999999998,0,214.89999999999998,inf,0.0,0.0
12589.0,2,646.68,115,323.34,0.5217391304347826,3.8333333333333335,646.68
12590.0,2,9864.26,0,4932.13,inf,0.0,0.0
12591.0,1,452.84999999999997,0,452.84999999999997,inf,0.0,0.0
12592.0,2,437.6,121,218.8,0.49586776859504134,4.033333333333333,437.6
12593.0,3,418.09999999999997,110,139.36666666666665,0.8181818181818182,3.6666666666666665,418.09999999999997
12594.0,10,3338.2200000000003,285,333.822,1.0526315789473684,9.5,3338.2200000000003
12596.0,2,618.27,190,309.135,0.31578947368421056,6.333333333333333,618.2700000000001
12597.0,4,3811.22,248,952.805,0.48387096774193544,8.266666666666667,3811.22
12598.0,8,3023.08,275,377.885,0.8727272727272728,9.166666666666666,3023.08
12599.0,7,1032.58,275,147.51142857142855,0.7636363636363637,9.166666666666666,1032.58
12600.0,10,2599.04,342,259.904,0.8771929824561403,11.4,2599.04
12601.0,5,577.0600000000001,142,115.412,1.056338028169014,4.733333333333333,577.06
12602.0,1,153.12,0,153.12,inf,0.0,0.0
12603.0,1,739.1999999999999,0,739.1999999999999,inf,0.0,0.0
12604.0,2,254.18,182,127.09,0.32967032967032966,6.066666666666666,254.18
12607.0,1,1579.51,0,1579.51,inf,0.0,0.0
12609.0,3,1126.85,240,375.6166666666666,0.375,8.0,1126.85
12610.0,5,2099.54,103,419.908,1.4563106796116505,3.433333333333333,2099.54
12611.0,1,1193.32,0,1193.32,inf,0.0,0.0
12612.0,1,704.04,0,704.04,inf,0.0,0.0
12613.0,5,3344.38,204,668.876,0.7352941176470589,6.8,3344.3799999999997
12614.0,1,315.6,0,315.6,inf,0.0,0.0
12615.0,4,2291.19,166,572.7975,0.7228915662650602,5.533333333333333,2291.19
12616.0,2,713.3,202,356.65,0.297029702970297,6.733333333333333,713.3
12617.0,1,352.98,0,352.98,inf,0.0,0.0
12618.0,1,177.31,0,177.31,inf,0.0,0.0
12619.0,9,3641.24,237,404.5822222222222,1.1392405063291138,7.9,3641.2399999999993
12620.0,3,1339.41,189,446.47,0.4761904761904762,6.3,1339.4100000000003
12621.0,20,13689.67,364,684.4835,1.6483516483516485,12.133333333333333,13689.670000000002
12622.0,1,180.1,0,180.1,inf,0.0,0.0
12623.0,1,305.1,0,305.1,inf,0.0,0.0
12624.0,2,641.13,71,320.565,0.8450704225352113,2.3666666666666667,641.13
12625.0,2,2683.82,107,1341.91,0.5607476635514018,3.566666666666667,2683.82
12626.0,9,6620.48,303,735.6088888888888,0.8910891089108911,10.1,6620.48
12627.0,7,4478.53,129,639.79,1.627906976744186,4.3,4478.53
12628.0,3,786.46,60,262.15333333333336,1.5,2.0,786.46
12630.0,2,1270.88,34,635.44,1.7647058823529411,1.1333333333333333,1270.88
12631.0,1,640.5,0,640.5,inf,0.0,0.0
12633.0,4,2163.98,229,540.995,0.5240174672489083,7.633333333333334,2163.9800000000005
12635.0,2,1689.18,65,844.59,0.9230769230769231,2.1666666666666665,1689.18
12637.0,8,6002.9,256,750.3625,0.9375,8.533333333333333,6002.9
12638.0,1,671.69,0,671.69,inf,0.0,0.0
12639.0,1,486.1,0,486.1,inf,0.0,0.0
12640.0,3,1174.58,57,391.52666666666664,1.5789473684210527,1.9,1174.58
12641.0,1,185.9,0,185.9,inf,0.0,0.0
12642.0,3,1013.26,82,337.75333333333333,1.0975609756097562,2.7333333333333334,1013.2600000000001
12643.0,6,3344.64,204,557.4399999999999,0.8823529411764706,6.8,3344.6399999999994
12644.0,1,477.90999999999997,0,477.90999999999997,inf,0.0,0.0
12645.0,4,1775.18,282,443.795,0.425531914893617,9.4,1775.18
12646.0,2,1346.97,44,673.485,1.3636363636363638,1.4666666666666666,1346.97
12647.0,12,3722.82,346,310.235,1.0404624277456647,11.533333333333333,3722.8199999999997
12648.0,1,318.05,0,318.05,inf,0.0,0.0
12649.0,3,623.51,105,207.83666666666667,0.8571428571428571,3.5,623.51
12650.0,1,314.44,0,314.44,inf,0.0,0.0
12651.0,1,114.0,0,114.0,inf,0.0,0.0
12652.0,1,919.98,0,919.98,inf,0.0,0.0
12653.0,2,2209.85,147,1104.925,0.4081632653061224,4.9,2209.85
12654.0,5,601.98,284,120.396,0.528169014084507,9.466666666666667,601.98
12656.0,5,4051.17,216,810.234,0.6944444444444444,7.2,4051.17
12657.0,4,1643.18,67,410.795,1.791044776119403,2.2333333333333334,1643.1800000000003
12658.0,1,686.05,0,686.05,inf,0.0,0.0
12659.0,1,91.68,0,91.68,inf,0.0,0.0
12660.0,1,245.1,0,245.1,inf,0.0,0.0
12662.0,11,3849.78,372,349.98,0.8870967741935484,12.4,3849.7800000000007
12664.0,9,4881.88,314,542.4311111111111,0.8598726114649682,10.466666666666667,4881.88
12665.0,1,63.0,0,63.0,inf,0.0,0.0
12667.0,1,620.13,0,620.13,inf,0.0,0.0
12668.0,4,3807.15,343,951.7875,0.3498542274052478,11.433333333333334,3807.15
12669.0,3,2744.0299999999997,105,914.6766666666666,0.8571428571428571,3.5,2744.0299999999997
12670.0,5,2996.05,222,599.21,0.6756756756756757,7.4,2996.05
12672.0,1,225.9,0,225.9,inf,0.0,0.0
12673.0,2,610.52,321,305.26,0.1869158878504673,10.7,610.52
12674.0,4,1970.6,169,492.65,0.7100591715976331,5.633333333333334,1970.6000000000001
12676.0,6,1331.39,286,221.89833333333334,0.6293706293706294,9.533333333333333,1331.39
12678.0,12,17628.46,311,1469.0383333333332,1.157556270096463,10.366666666666667,17628.46
12679.0,4,1113.02,225,278.255,0.5333333333333333,7.5,1113.02
12680.0,4,862.81,112,215.7025,1.0714285714285714,3.7333333333333334,862.8099999999998
12681.0,22,13787.54,353,626.7063636363637,1.8696883852691217,11.766666666666667,13787.54
12682.0,31,12279.82,367,396.1232258064516,2.5340599455040875,12.233333333333333,12279.820000000002
12683.0,15,8476.57,361,565.1046666666666,1.2465373961218837,12.033333333333333,8476.57
12684.0,7,2283.63,205,326.23285714285714,1.024390243902439,6.833333333333333,2283.63
12685.0,6,2863.08,65,477.18,2.7692307692307696,2.1666666666666665,2863.08
12686.0,1,89.14,0,89.14,inf,0.0,0.0
12688.0,1,4873.8099999999995,0,4873.8099999999995,inf,0.0,0.0
12689.0,2,1247.61,101,623.805,0.594059405940594,3.3666666666666667,1247.61
12690.0,1,389.01,0,389.01,inf,0.0,0.0
12691.0,6,1035.8,329,172.63333333333333,0.547112462006079,10.966666666666667,1035.8
12693.0,4,855.91,192,213.9775,0.625,6.4,855.9100000000001
12694.0,2,869.67,112,434.835,0.5357142857142857,3.7333333333333334,869.67
12695.0,4,582.1,203,145.525,0.5911330049261084,6.766666666666667,582.1
12697.0,3,957.59,140,319.19666666666666,0.6428571428571428,4.666666666666667,957.5899999999999
12700.0,4,4939.99,207,1234.9975,0.5797101449275363,6.9,4939.99
12701.0,2,797.71,162,398.855,0.37037037037037035,5.4,797.7100000000002
12702.0,1,219.0,0,219.0,inf,0.0,0.0
12703.0,1,283.55,0,283.55,inf,0.0,0.0
12704.0,8,2340.84,162,292.605,1.4814814814814814,5.4,2340.84
12705.0,9,6868.29,341,763.1433333333333,0.7917888563049853,11.366666666666667,6868.29
12707.0,1,603.42,0,603.42,inf,0.0,0.0
12708.0,10,2712.91,338,271.291,0.8875739644970414,11.266666666666667,2712.9100000000003
12709.0,15,9706.52,351,647.1013333333334,1.2820512820512822,11.7,9706.52
12710.0,3,1149.02,104,383.00666666666666,0.8653846153846153,3.466666666666667,1149.02
12712.0,13,4396.13,342,338.1638461538462,1.1403508771929824,11.4,4396.130000000001
12713.0,1,848.55,0,848.55,inf,0.0,0.0
12714.0,5,4708.86,285,941.7719999999999,0.5263157894736842,9.5,4708.86
12715.0,1,343.36,0,343.36,inf,0.0,0.0
12716.0,2,1053.49,129,526.745,0.46511627906976744,4.3,1053.49
12717.0,2,1030.98,94,515.49,0.6382978723404256,3.1333333333333333,1030.98
12718.0,1,238.25,0,238.25,inf,0.0,0.0
12719.0,2,644.95,59,322.475,1.0169491525423728,1.9666666666666666,644.9499999999999
12720.0,25,5781.73,366,231.26919999999998,2.0491803278688527,12.2,5781.73
12721.0,6,2656.13,323,442.68833333333333,0.5572755417956656,10.766666666666667,2656.13
12722.0,4,997.63,65,249.4075,1.8461538461538463,2.1666666666666665,997.63
12723.0,5,725.07,61,145.014,2.459016393442623,2.033333333333333,725.0699999999999
12724.0,4,1031.41,327,257.8525,0.36697247706422015,10.9,1031.41
12725.0,1,427.8,0,427.8,inf,0.0,0.0
12726.0,7,2609.1,329,372.7285714285714,0.6382978723404256,10.966666666666667,2609.1
12727.0,7,3980.7,309,568.6714285714286,0.6796116504854368,10.3,3980.7
12728.0,4,836.33,261,209.0825,0.4597701149425288,8.7,836.3300000000002
12729.0,1,453.01,0,453.01,inf,0.0,0.0
12731.0,12,18895.91,341,1574.6591666666666,1.0557184750733137,11.366666666666667,18895.91
12732.0,1,236.26000000000002,0,236.26000000000002,inf,0.0,0.0
12733.0,1,383.95,0,383.95,inf,0.0,0.0
12734.0,1,110.39999999999999,0,110.39999999999999,inf,0.0,0.0
12735.0,2,779.5699999999999,21,389.78499999999997,2.857142857142857,0.7,779.5699999999999
12736.0,1,234.0,0,234.0,inf,0.0,0.0
12738.0,1,155.35,0,155.35,inf,0.0,0.0
12739.0,2,1013.04,20,506.52,3.0,0.6666666666666666,1013.04
12740.0,1,427.6,0,427.6,inf,0.0,0.0
12743.0,2,540.13,0,270.065,inf,0.0,0.0
12744.0,7,21279.29,266,3039.8985714285714,0.7894736842105263,8.866666666666667,21279.29
12747.0,11,4196.01,366,381.4554545454546,0.9016393442622951,12.2,4196.01
12748.0,209,33053.19,372,158.14923444976077,16.85483870967742,12.4,33053.19
12749.0,5,4090.88,209,818.176,0.7177033492822966,6.966666666666667,4090.8799999999997
12750.0,1,275.88,0,275.88,inf,0.0,0.0
12752.0,1,4366.78,0,4366.78,inf,0.0,0.0
12753.0,6,21429.39,339,3571.565,0.5309734513274336,11.3,21429.39
12754.0,3,3010.74,72,1003.5799999999999,1.25,2.4,3010.74
12755.0,2,3811.9500000000003,85,1905.9750000000001,0.7058823529411764,2.8333333333333335,3811.95
12756.0,1,112.08,0,112.08,inf,0.0,0.0
12757.0,13,7834.650000000001,195,602.6653846153847,2.0,6.5,7834.6500000000015
12758.0,2,2791.59,159,1395.795,0.37735849056603776,5.3,2791.5900000000006
12759.0,3,1531.44,223,510.48,0.40358744394618834,7.433333333333334,1531.4400000000003
12762.0,2,1898.52,17,949.26,3.5294117647058822,0.5666666666666667,1898.5199999999998
12763.0,2,494.08,230,247.04,0.2608695652173913,7.666666666666667,494.08
12764.0,1,1693.88,0,1693.88,inf,0.0,0.0
12766.0,7,6989.63,362,998.5185714285715,0.580110497237569,12.066666666666666,6989.629999999999
12769.0,1,1143.6,0,1143.6,inf,0.0,0.0
12770.0,1,1351.45,0,1351.45,inf,0.0,0.0
12772.0,1,892.47,0,892.47,inf,0.0,0.0
12775.0,5,1386.04,294,277.20799999999997,0.5102040816326531,9.8,1386.04
12778.0,6,822.23,292,137.03833333333333,0.6164383561643836,9.733333333333333,822.2299999999999
12779.0,8,3981.36,333,497.67,0.7207207207207208,11.1,3981.36
12781.0,2,826.74,221,413.37,0.2714932126696833,7.366666666666666,826.74
12782.0,5,2330.92,352,466.184,0.42613636363636365,11.733333333333333,2330.92
12783.0,6,2225.91,73,370.98499999999996,2.4657534246575343,2.433333333333333,2225.9099999999994
12784.0,2,532.82,6,266.41,10.0,0.2,532.82
12785.0,1,311.95,0,311.95,inf,0.0,0.0
12787.0,3,463.66,182,154.55333333333334,0.4945054945054945,6.066666666666666,463.66
12789.0,1,91.85,0,91.85,inf,0.0,0.0
12790.0,1,324.92,0,324.92,inf,0.0,0.0
12791.0,1,192.60000000000002,0,192.60000000000002,inf,0.0,0.0
12792.0,1,400.53999999999996,0,400.53999999999996,inf,0.0,0.0
12793.0,2,545.48,36,272.74,1.6666666666666667,1.2,545.48
12794.0,2,860.41,45,430.205,1.3333333333333333,1.5,860.4099999999999
12795.0,1,430.48,0,430.48,inf,0.0,0.0
12797.0,1,254.03,0,254.03,inf,0.0,0.0
12798.0,3,6977.04,160,2325.68,0.5625,5.333333333333333,6977.039999999999
12802.0,1,427.58,0,427.58,inf,0.0,0.0
12808.0,3,483.65000000000003,331,161.21666666666667,0.2719033232628399,11.033333333333333,483.65000000000003
12809.0,1,489.31,0,489.31,inf,0.0,0.0
12811.0,3,514.85,23,171.61666666666667,3.913043478260869,0.7666666666666667,514.85
12812.0,1,229.64000000000001,0,229.64000000000001,inf,0.0,0.0
12814.0,1,125.92,0,125.92,inf,0.0,0.0
12815.0,2,1063.46,50,531.73,1.2,1.6666666666666667,1063.46
12816.0,2,572.2,80,286.1,0.75,2.6666666666666665,572.2
12817.0,1,166.04,0,166.04,inf,0.0,0.0
12818.0,1,1542.08,0,1542.08,inf,0.0,0.0
12820.0,4,942.34,323,235.585,0.37151702786377705,10.766666666666667,942.34
12821.0,1,92.72,0,92.72,inf,0.0,0.0
12822.0,2,948.88,16,474.44,3.75,0.5333333333333333,948.88
12823.0,5,1759.5,221,351.9,0.6787330316742082,7.366666666666666,1759.4999999999998
