CustomerID,Cluster,Recency,Frequency,MonetaryValue,AvgOrderValue,TotalQuantity,CustomerLifespan,ClusterName
12424.0,3,162,2,1760.96,58.69866666666667,740,0,⚠️ At-Risk/Lost
12425.0,0,77,1,777.2,21.58888888888889,496,0,🌱 Potential Growers
12426.0,3,194,1,582.73,19.424333333333333,258,0,⚠️ At-Risk/Lost
12427.0,1,11,5,708.37,20.239142857142856,236,360,⭐ Loyal Customers
12428.0,1,25,12,7877.2,26.25733333333333,3503,257,⭐ Loyal Customers
12429.0,1,8,4,3750.4,38.66391752577319,1557,356,⭐ Loyal Customers
12430.0,0,42,1,256.4,23.30909090909091,117,0,🌱 Potential Growers
12431.0,1,35,18,6348.89,26.676008403361347,2846,338,⭐ Loyal Customers
12432.0,0,42,5,5059.32,46.845555555555556,1801,129,🌱 Potential Growers
12433.0,1,0,7,13375.87,31.847309523809525,11071,372,⭐ Loyal Customers
12434.0,1,84,4,765.19,14.170185185185186,373,276,⭐ Loyal Customers
12435.0,1,79,2,7829.89,217.49694444444447,2055,188,⭐ Loyal Customers
12436.0,0,99,1,509.01,31.813125,211,0,🌱 Potential Growers
12437.0,1,1,19,4896.66,24.4833,2917,329,⭐ Loyal Customers
12438.0,0,13,2,2906.85,29.66173469387755,1180,125,🌱 Potential Growers
12441.0,3,366,1,173.55,15.77727272727273,121,0,⚠️ At-Risk/Lost
12442.0,0,2,1,172.06,14.338333333333333,182,0,🌱 Potential Growers
12444.0,0,20,5,5005.46,28.440113636363638,1153,149,🌱 Potential Growers
12445.0,0,21,1,133.4,33.35,62,0,🌱 Potential Growers
12446.0,0,57,1,1002.3100000000001,17.584385964912283,351,0,🌱 Potential Growers
12447.0,3,242,1,476.49,18.326538461538462,190,0,⚠️ At-Risk/Lost
12448.0,0,43,1,449.45,20.429545454545455,243,0,🌱 Potential Growers
12449.0,0,21,4,4067.29,21.294712041884818,1553,164,🌱 Potential Growers
12450.0,3,155,2,197.88,24.735,128,17,⚠️ At-Risk/Lost
12451.0,1,10,6,8933.52,25.164845070422537,6455,313,⭐ Loyal Customers
12452.0,0,16,3,428.57,18.633478260869566,183,0,🌱 Potential Growers
12453.0,0,133,1,707.09,16.443953488372095,473,0,🌱 Potential Growers
12454.0,0,52,2,5.684341886080802e-14,1.8947806286936005e-15,0,2,🌱 Potential Growers
12455.0,1,72,6,2466.86,27.409555555555556,2089,223,⭐ Loyal Customers
12456.0,1,43,4,3153.89,24.44875968992248,1616,210,⭐ Loyal Customers
12457.0,1,57,12,1917.78,28.62358208955224,694,180,⭐ Loyal Customers
12458.0,1,70,2,947.4,24.931578947368422,506,213,⭐ Loyal Customers
12461.0,0,93,2,826.88,23.62514285714286,287,60,🌱 Potential Growers
12462.0,1,1,4,1124.01,15.61125,514,300,⭐ Loyal Customers
12463.0,1,45,7,1303.63,14.813977272727273,757,195,⭐ Loyal Customers
12464.0,1,9,8,1212.05,41.79482758620689,112,299,⭐ Loyal Customers
12465.0,0,7,3,733.89,14.39,475,161,🌱 Potential Growers
12468.0,0,142,3,724.04,18.101,364,173,🌱 Potential Growers
12471.0,1,1,49,18705.52,35.29343396226415,7953,370,⭐ Loyal Customers
12472.0,1,30,13,6229.48,15.932173913043478,4020,342,⭐ Loyal Customers
12473.0,1,28,9,2837.73,15.942303370786517,2338,162,⭐ Loyal Customers
12474.0,1,16,30,7064.7699999999995,15.526967032967033,4750,351,⭐ Loyal Customers
12475.0,0,53,1,723.38,20.093888888888888,535,0,🌱 Potential Growers
12476.0,1,0,20,6546.58,24.797651515151514,2337,359,⭐ Loyal Customers
12477.0,1,22,9,13117.01,42.58769480519481,3620,288,⭐ Loyal Customers
12478.0,0,3,1,680.99,18.91638888888889,236,0,🌱 Potential Growers
12479.0,0,3,3,477.3,13.637142857142857,351,7,🌱 Potential Growers
12480.0,1,27,4,3281.63,21.309285714285714,1707,307,⭐ Loyal Customers
12481.0,1,22,11,5574.36,25.688294930875575,3280,342,⭐ Loyal Customers
12483.0,1,16,13,2327.13,28.73,1097,322,⭐ Loyal Customers
12484.0,1,32,8,4480.87,12.913170028818444,2181,303,⭐ Loyal Customers
12488.0,0,9,3,1298.66,23.612000000000002,529,65,🌱 Potential Growers
12489.0,3,335,1,334.93,22.328666666666667,105,0,⚠️ At-Risk/Lost
12490.0,1,4,10,5417.93,22.114,3064,324,⭐ Loyal Customers
12491.0,0,38,1,460.40000000000003,17.70769230769231,260,0,🌱 Potential Growers
12492.0,0,62,2,263.21000000000004,13.160500000000003,192,42,🌱 Potential Growers
12493.0,3,165,3,416.79,18.121304347826086,206,31,⚠️ At-Risk/Lost
12494.0,1,9,13,1139.3500000000001,13.563690476190478,690,355,⭐ Loyal Customers
12497.0,0,81,1,1043.1,74.50714285714285,1236,0,🌱 Potential Growers
12498.0,0,20,3,403.70000000000005,17.55217391304348,159,36,🌱 Potential Growers
12500.0,1,22,13,4206.2699999999995,64.71184615384615,2671,310,⭐ Loyal Customers
12501.0,3,314,2,2089.68,13.0605,1722,21,⚠️ At-Risk/Lost
12502.0,1,95,5,3723.87,25.332448979591835,820,214,⭐ Loyal Customers
12504.0,0,17,4,114.0,7.6,51,12,🌱 Potential Growers
12506.0,3,232,1,73.5,3.1956521739130435,23,0,⚠️ At-Risk/Lost
12507.0,0,133,4,1258.06,57.18454545454545,883,164,🌱 Potential Growers
12508.0,0,25,2,397.88,5.851176470588236,271,2,🌱 Potential Growers
12509.0,3,283,1,176.5,25.214285714285715,55,0,⚠️ At-Risk/Lost
12510.0,0,142,2,982.5699999999999,29.774848484848484,353,182,🌱 Potential Growers
12512.0,0,65,2,132.18,4.263870967741935,96,0,🌱 Potential Growers
12513.0,0,84,2,586.79,16.299722222222222,456,28,🌱 Potential Growers
12514.0,3,266,1,1017.6800000000001,19.95450980392157,440,0,⚠️ At-Risk/Lost
12515.0,3,352,1,383.7,23.98125,131,0,⚠️ At-Risk/Lost
12516.0,0,77,2,1312.06,50.46384615384615,875,102,🌱 Potential Growers
12517.0,0,27,6,2443.65,8.69626334519573,1338,161,🌱 Potential Growers
12518.0,0,0,5,2056.89,16.58782258064516,1318,109,🌱 Potential Growers
12519.0,0,63,1,330.84000000000003,19.46117647058824,175,0,🌱 Potential Growers
12520.0,1,78,6,2582.5099999999998,16.661354838709677,1430,194,⭐ Loyal Customers
12521.0,0,142,1,599.68,15.781052631578946,309,0,🌱 Potential Growers
12522.0,0,38,2,192.72,16.06,194,12,🌱 Potential Growers
12523.0,1,1,13,1745.57,15.868818181818181,861,330,⭐ Loyal Customers
12524.0,1,8,8,4485.72,31.150833333333335,3699,324,⭐ Loyal Customers
12526.0,0,0,3,1316.66,18.54450704225352,632,93,🌱 Potential Growers
12527.0,1,81,3,348.71000000000004,19.37277777777778,234,243,⭐ Loyal Customers
12528.0,1,8,8,1922.28,20.234526315789473,750,303,⭐ Loyal Customers
12530.0,1,59,5,1623.63,23.876911764705884,900,277,⭐ Loyal Customers
12531.0,0,14,1,125.22,7.365882352941177,45,0,🌱 Potential Growers
12532.0,0,29,1,349.83000000000004,21.864375000000003,153,0,🌱 Potential Growers
12534.0,0,130,1,1089.18,17.28857142857143,651,0,🌱 Potential Growers
12535.0,0,91,2,716.35,21.069117647058825,219,94,🌱 Potential Growers
12536.0,0,7,5,4106.82,15.043296703296702,2652,51,🌱 Potential Growers
12538.0,0,28,1,363.95,17.33095238095238,191,0,🌱 Potential Growers
12539.0,1,21,5,3852.5,14.06021897810219,2066,311,⭐ Loyal Customers
12540.0,1,19,19,13309.039999999999,27.669521829521827,6677,342,⭐ Loyal Customers
12541.0,1,29,3,981.18,18.868846153846153,680,251,⭐ Loyal Customers
12544.0,0,29,2,355.7,17.785,132,6,🌱 Potential Growers
12545.0,0,74,2,1000.39,20.0078,523,184,🌱 Potential Growers
12546.0,0,46,3,1141.5,16.307142857142857,617,31,🌱 Potential Growers
12547.0,3,197,2,207.8,25.975,134,82,⚠️ At-Risk/Lost
12548.0,3,165,1,95.19999999999999,19.04,49,0,⚠️ At-Risk/Lost
12550.0,0,78,1,964.83,16.92684210526316,569,0,🌱 Potential Growers
12551.0,3,357,1,168.0,16.8,100,0,⚠️ At-Risk/Lost
12552.0,0,38,2,437.82,21.891,88,0,🌱 Potential Growers
12553.0,1,7,14,3652.25,18.633928571428573,1924,321,⭐ Loyal Customers
12556.0,0,49,2,599.56,5.038319327731092,355,100,🌱 Potential Growers
12557.0,1,15,5,11990.960000000001,363.36242424242425,4384,355,⭐ Loyal Customers
12558.0,0,1,2,1.0658141036401503e-14,4.844609562000683e-16,0,5,🌱 Potential Growers
12559.0,3,310,3,536.21,24.37318181818182,281,8,⚠️ At-Risk/Lost
12560.0,0,4,4,2101.39,18.93144144144144,1078,137,🌱 Potential Growers
12561.0,3,302,1,238.85,14.928125,177,0,⚠️ At-Risk/Lost
12562.0,1,7,7,3781.7400000000002,22.510357142857146,1779,190,⭐ Loyal Customers
12564.0,3,260,1,456.9,21.757142857142856,133,0,⚠️ At-Risk/Lost
12565.0,3,281,2,131.17,13.116999999999999,75,7,⚠️ At-Risk/Lost
12566.0,0,72,2,346.7,17.335,264,13,🌱 Potential Growers
12567.0,1,22,11,9114.94,19.686695464362852,4089,346,⭐ Loyal Customers
12569.0,1,1,35,4064.9900000000002,21.282670157068065,1793,250,⭐ Loyal Customers
12571.0,0,39,2,519.61,15.28264705882353,523,81,🌱 Potential Growers
12572.0,0,8,3,1004.72,16.205161290322582,450,43,🌱 Potential Growers
12573.0,3,226,1,160.54000000000002,5.733571428571429,84,0,⚠️ At-Risk/Lost
12574.0,3,315,1,218.45000000000002,19.85909090909091,61,0,⚠️ At-Risk/Lost
12576.0,1,35,6,1306.98,14.685168539325844,964,268,⭐ Loyal Customers
12577.0,1,34,4,564.2,3.8380952380952382,463,323,⭐ Loyal Customers
12578.0,1,20,4,2753.36,22.944666666666667,1171,317,⭐ Loyal Customers
12579.0,0,72,3,410.72,13.249032258064517,278,4,🌱 Potential Growers
12580.0,3,246,1,415.7,17.320833333333333,238,0,⚠️ At-Risk/Lost
12581.0,0,39,1,197.71,13.180666666666667,161,0,🌱 Potential Growers
12582.0,3,238,2,511.36,23.243636363636366,300,49,⚠️ At-Risk/Lost
12583.0,1,2,18,7187.34,28.634820717131475,5009,370,⭐ Loyal Customers
12584.0,1,3,18,1893.95,15.031349206349207,354,276,⭐ Loyal Customers
12585.0,3,233,4,1982.81,20.441340206185565,1258,117,⚠️ At-Risk/Lost
12586.0,1,16,2,179.94000000000003,14.995000000000003,77,351,⭐ Loyal Customers
12587.0,0,7,1,144.0,36.0,51,0,🌱 Potential Growers
12588.0,0,38,1,214.89999999999998,21.49,53,0,🌱 Potential Growers
12589.0,0,28,2,646.68,18.47657142857143,306,115,🌱 Potential Growers
12590.0,3,189,3,9861.38,140.87685714285712,4279,20,⚠️ At-Risk/Lost
12591.0,3,316,1,452.84999999999997,17.41730769230769,228,0,⚠️ At-Risk/Lost
12592.0,0,91,2,437.6,24.311111111111114,290,121,🌱 Potential Growers
12593.0,0,108,3,418.09999999999997,19.909523809523808,206,110,🌱 Potential Growers
12594.0,1,37,11,3320.2200000000003,27.901008403361345,1776,285,⭐ Loyal Customers
12596.0,0,50,2,618.27,22.898888888888887,474,190,🌱 Potential Growers
12597.0,1,18,5,3683.13,17.21088785046729,2187,248,⭐ Loyal Customers
12598.0,1,9,9,3002.68,22.57654135338346,1940,275,⭐ Loyal Customers
12599.0,1,28,7,1032.58,16.654516129032256,956,275,⭐ Loyal Customers
12600.0,1,28,11,2581.04,39.70830769230769,773,342,⭐ Loyal Customers
12601.0,3,189,6,569.5600000000001,19.64,244,142,⚠️ At-Risk/Lost
12602.0,0,58,1,153.12,12.76,162,0,🌱 Potential Growers
12603.0,0,21,1,739.1999999999999,369.59999999999997,63,0,🌱 Potential Growers
12604.0,0,78,2,254.18,15.88625,201,182,🌱 Potential Growers
12609.0,1,77,3,1126.85,18.78083333333333,648,240,⭐ Loyal Customers
12610.0,0,22,7,2057.99,18.54045045045045,1028,103,🌱 Potential Growers
12611.0,0,51,1,1193.32,18.35876923076923,846,0,🌱 Potential Growers
12612.0,0,57,2,643.59,30.64714285714286,251,16,🌱 Potential Growers
12613.0,1,30,6,3218.98,19.748343558282208,1596,230,⭐ Loyal Customers
12614.0,3,277,1,315.6,15.780000000000001,76,0,⚠️ At-Risk/Lost
12615.0,0,1,4,2291.19,21.820857142857143,1376,166,🌱 Potential Growers
12616.0,1,84,5,657.25,18.256944444444443,273,212,⭐ Loyal Customers
12617.0,0,28,1,352.98,8.609268292682927,210,0,🌱 Potential Growers
12618.0,0,21,1,177.31,16.11909090909091,96,0,🌱 Potential Growers
12619.0,1,15,13,3214.81,33.840105263157895,3354,237,⭐ Loyal Customers
12620.0,1,14,3,1339.41,14.558804347826088,1181,189,⭐ Loyal Customers
12621.0,1,1,23,13612.07,28.717447257383967,7404,364,⭐ Loyal Customers
12622.0,3,231,1,180.1,16.37272727272727,69,0,⚠️ At-Risk/Lost
12623.0,3,275,1,305.1,16.950000000000003,191,0,⚠️ At-Risk/Lost
12624.0,0,105,2,641.13,16.87184210526316,355,71,🌱 Potential Growers
12625.0,3,211,3,2614.32,28.72879120879121,1577,107,⚠️ At-Risk/Lost
12626.0,1,22,13,6388.35,20.808957654723127,3350,303,⭐ Loyal Customers
12627.0,0,10,7,4478.53,19.47186956521739,2752,129,🌱 Potential Growers
12628.0,0,3,4,769.61,17.897906976744185,445,60,🌱 Potential Growers
12630.0,0,9,2,1270.88,19.8575,548,34,🌱 Potential Growers
12631.0,0,56,1,640.5,20.661290322580644,236,0,🌱 Potential Growers
12633.0,1,58,5,2140.63,20.782815533980585,1149,229,⭐ Loyal Customers
12635.0,0,89,2,1689.18,16.724554455445546,1172,65,🌱 Potential Growers
12637.0,1,66,10,5934.25,15.373704663212436,2982,256,⭐ Loyal Customers
12638.0,0,32,1,671.69,17.222820512820515,577,0,🌱 Potential Growers
12639.0,3,238,1,486.1,22.095454545454547,201,0,⚠️ At-Risk/Lost
12640.0,0,23,3,1174.58,22.16188679245283,311,57,🌱 Potential Growers
12641.0,0,114,1,185.9,18.59,72,0,🌱 Potential Growers
12642.0,0,24,3,1013.26,21.558723404255318,552,82,🌱 Potential Growers
12643.0,1,127,6,3344.64,139.35999999999999,1808,204,⭐ Loyal Customers
12644.0,0,129,1,477.90999999999997,15.416451612903225,325,0,🌱 Potential Growers
12645.0,1,33,5,1755.38,23.721351351351352,1072,282,⭐ Loyal Customers
12646.0,0,4,2,1346.97,29.932666666666666,897,44,🌱 Potential Growers
12647.0,1,21,13,3669.92,28.89700787401575,1419,346,⭐ Loyal Customers
12648.0,3,154,1,318.05,15.145238095238096,160,0,⚠️ At-Risk/Lost
12649.0,1,106,4,603.71,18.294242424242427,574,257,⭐ Loyal Customers
12650.0,0,2,1,314.44,15.722,254,0,🌱 Potential Growers
12651.0,3,334,1,114.0,12.666666666666666,78,0,⚠️ At-Risk/Lost
12652.0,3,321,2,914.53,17.931960784313723,502,9,⚠️ At-Risk/Lost
12653.0,0,148,2,2209.85,51.391860465116274,919,147,🌱 Potential Growers
12654.0,1,10,5,601.98,15.841578947368422,264,284,⭐ Loyal Customers
12656.0,1,16,8,3982.72,30.636307692307692,1708,225,⭐ Loyal Customers
12657.0,0,10,5,1152.06,20.572499999999998,654,67,🌱 Potential Growers
12658.0,0,18,1,686.05,19.056944444444444,320,0,🌱 Potential Growers
12659.0,0,29,1,91.68,18.336000000000002,105,0,🌱 Potential Growers
12660.0,0,10,1,245.1,18.853846153846153,127,0,🌱 Potential Growers
12662.0,1,0,12,3817.08,16.45293103448276,2040,372,⭐ Loyal Customers
12664.0,1,7,10,4863.88,127.99684210526316,1202,314,⭐ Loyal Customers
12665.0,3,324,2,61.75,15.4375,36,6,⚠️ At-Risk/Lost
12667.0,0,57,1,620.13,18.791818181818183,395,0,🌱 Potential Growers
12668.0,1,6,6,3743.18,22.280833333333334,1595,348,⭐ Loyal Customers
12669.0,0,150,4,1607.73,15.762058823529411,1114,105,🌱 Potential Growers
12670.0,1,9,6,2986.15,31.767553191489363,1391,222,⭐ Loyal Customers
12672.0,3,329,1,225.9,22.59,78,0,⚠️ At-Risk/Lost
12673.0,1,4,2,610.52,14.536190476190475,351,321,⭐ Loyal Customers
12674.0,1,11,7,1922.26,21.358444444444444,1103,196,⭐ Loyal Customers
12676.0,1,24,6,1331.39,29.586444444444446,670,286,⭐ Loyal Customers
12678.0,1,41,13,17588.26,105.31892215568861,10899,311,⭐ Loyal Customers
12679.0,1,51,9,1058.67,18.90482142857143,530,231,⭐ Loyal Customers
12680.0,0,0,4,862.81,16.592499999999998,443,112,🌱 Potential Growers
12681.0,1,14,27,13677.59,21.172739938080497,7518,353,⭐ Loyal Customers
12682.0,1,3,31,12279.82,23.434770992366413,5555,367,⭐ Loyal Customers
12683.0,1,3,20,8221.09,22.710193370165747,4903,361,⭐ Loyal Customers
12684.0,1,7,7,2283.63,21.748857142857144,1985,205,⭐ Loyal Customers
12685.0,0,27,6,2863.08,18.236178343949042,1523,65,🌱 Potential Growers
12686.0,3,371,1,89.14,12.734285714285715,107,0,⚠️ At-Risk/Lost
12688.0,0,113,1,4873.8099999999995,28.501812865497072,3028,0,🌱 Potential Growers
12689.0,0,25,2,1247.61,17.327916666666667,628,101,🌱 Potential Growers
12690.0,3,205,1,389.01,24.313125,106,0,⚠️ At-Risk/Lost
12691.0,1,27,6,1035.8,32.36875,394,329,⭐ Loyal Customers
12693.0,1,120,6,830.96,20.267317073170734,250,198,⭐ Loyal Customers
12694.0,0,69,2,869.67,23.504594594594593,509,112,🌱 Potential Growers
12695.0,1,6,4,582.1,21.55925925925926,220,203,⭐ Loyal Customers
12697.0,0,20,5,939.02,21.83767441860465,499,148,🌱 Potential Growers
12700.0,1,7,6,4867.99,18.029592592592593,2963,207,⭐ Loyal Customers
12701.0,0,79,2,797.71,15.051132075471699,678,162,🌱 Potential Growers
12702.0,0,19,1,219.0,18.25,53,0,🌱 Potential Growers
12703.0,0,63,2,274.7,12.486363636363636,161,7,🌱 Potential Growers
12704.0,1,6,10,2220.84,24.676000000000002,1003,162,⭐ Loyal Customers
12705.0,1,14,14,6814.24,19.581149425287357,3973,341,⭐ Loyal Customers
12707.0,3,291,1,603.42,18.285454545454545,256,0,⚠️ At-Risk/Lost
12708.0,1,29,16,2616.32,15.036321839080461,1270,338,⭐ Loyal Customers
12709.0,1,2,26,9264.1,36.187890625,3808,363,⭐ Loyal Customers
12710.0,0,96,4,1130.57,14.311012658227847,849,104,🌱 Potential Growers
12712.0,1,22,17,4241.63,29.8706338028169,1044,348,⭐ Loyal Customers
12713.0,0,0,1,848.55,22.330263157894734,508,0,🌱 Potential Growers
12714.0,1,8,5,4708.86,18.18092664092664,3069,285,⭐ Loyal Customers
12715.0,0,105,1,343.36,17.168,192,0,🌱 Potential Growers
12716.0,0,3,2,1053.49,15.267971014492753,708,129,🌱 Potential Growers
12717.0,0,150,3,980.98,17.517500000000002,505,94,🌱 Potential Growers
12718.0,0,70,1,238.25,12.539473684210526,203,0,🌱 Potential Growers
12719.0,0,4,3,608.1,14.47857142857143,361,59,🌱 Potential Growers
12720.0,1,2,29,5713.28,15.914428969359331,4654,366,⭐ Loyal Customers
12721.0,1,31,7,2628.98,16.030365853658537,1954,334,⭐ Loyal Customers
12722.0,0,84,6,904.33,15.865438596491229,560,65,🌱 Potential Growers
12723.0,0,3,5,725.07,10.508260869565218,434,61,🌱 Potential Growers
12724.0,1,4,4,1031.41,19.460566037735852,445,327,⭐ Loyal Customers
12725.0,3,370,1,427.8,17.825,164,0,⚠️ At-Risk/Lost
12726.0,1,27,7,2609.1,21.041129032258063,3143,329,⭐ Loyal Customers
12727.0,1,10,9,3947.7,27.99787234042553,2085,309,⭐ Loyal Customers
12728.0,1,70,4,836.33,18.18108695652174,419,261,⭐ Loyal Customers
12729.0,0,113,1,453.01,17.423461538461538,233,0,🌱 Potential Growers
12731.0,1,23,14,18793.41,67.84624548736463,8366,341,⭐ Loyal Customers
12732.0,3,179,1,236.26000000000002,19.688333333333336,111,0,⚠️ At-Risk/Lost
12733.0,3,233,1,383.95,17.452272727272728,137,0,⚠️ At-Risk/Lost
12734.0,3,352,1,110.39999999999999,27.599999999999998,88,0,⚠️ At-Risk/Lost
12735.0,3,314,2,779.5699999999999,18.12953488372093,368,21,⚠️ At-Risk/Lost
12736.0,3,332,1,234.0,58.5,173,0,⚠️ At-Risk/Lost
12738.0,3,371,1,155.35,14.122727272727273,148,0,⚠️ At-Risk/Lost
12739.0,0,77,2,1013.04,26.658947368421053,486,20,🌱 Potential Growers
12740.0,0,63,1,427.6,15.837037037037037,342,0,🌱 Potential Growers
12743.0,0,133,2,540.13,4.123129770992366,315,0,🌱 Potential Growers
12744.0,1,51,10,9120.39,39.82703056768559,5234,266,⭐ Loyal Customers
12747.0,1,1,11,4196.01,40.737961165048546,1275,366,⭐ Loyal Customers
12748.0,2,0,223,28405.56,6.371816958277255,23749,372,💎 VIP Champions
12749.0,1,3,8,3868.2,16.745454545454546,1422,209,⭐ Loyal Customers
12750.0,0,128,1,275.88,18.392,137,0,🌱 Potential Growers
12752.0,0,80,1,4366.78,82.3920754716981,2262,0,🌱 Potential Growers
12753.0,1,3,11,21024.01,91.40873913043478,11250,358,⭐ Loyal Customers
12754.0,3,235,5,2949.12,45.37107692307692,6479,72,⚠️ At-Risk/Lost
12755.0,3,249,4,2203.2000000000003,367.20000000000005,866,115,⚠️ At-Risk/Lost
12756.0,0,86,1,112.08,28.02,144,0,🌱 Potential Growers
12757.0,1,15,19,4205.25,11.365540540540541,2378,195,⭐ Loyal Customers
12758.0,0,116,2,2791.59,28.779278350515465,2135,159,🌱 Potential Growers
12759.0,1,51,3,1531.44,16.12042105263158,902,223,⭐ Loyal Customers
12762.0,0,7,2,1898.52,27.51478260869565,1227,17,🌱 Potential Growers
12763.0,1,137,2,494.08,27.448888888888888,316,230,⭐ Loyal Customers
12764.0,3,316,1,1693.88,37.64177777777778,386,0,⚠️ At-Risk/Lost
12766.0,1,3,7,6989.63,22.547193548387096,3646,362,⭐ Loyal Customers
12769.0,3,238,1,1143.6,35.7375,356,0,⚠️ At-Risk/Lost
12770.0,3,210,1,1351.45,112.62083333333334,743,0,⚠️ At-Risk/Lost
12772.0,0,59,1,892.47,16.226727272727274,556,0,🌱 Potential Growers
12775.0,1,16,6,1351.24,20.16776119402985,853,294,⭐ Loyal Customers
12778.0,1,19,7,804.23,15.76921568627451,824,292,⭐ Loyal Customers
12779.0,1,20,12,3868.7,24.331446540880503,1996,350,⭐ Loyal Customers
12781.0,1,20,5,707.72,23.590666666666667,592,263,⭐ Loyal Customers
